job_id,client_id,company_id,company_name,title,job_category,budget_min,budget_max,currency,urgency_level,experience_level,job_description,skills,required_hours_estimate,job_status,assigned_freelancer_id,posted_at,deadline,client_reputation_score,client_payment_verified,created_at,updated_at
job_666e294c,user_049,company_024,OrbitWorks Solutions,Frontend Developer for UI/UX Designer urgently required for redesign of an AI Chatbot dashboard to improve workflow and usability. Strong collaboration skills required.,DevOps,10152,15229,INR,Low,Junior,"Backend Engineer to implement security patches and optimize API endpoints for a Full Stack Developer needed to create engaging dashboards, prototypes, and landing pages for a SaaS platform. Medium-priority project with flexible deadlines but strong CSS and JavaScript skills are essential.","[""Python"", ""Git"", ""English""]",102,Open,user_021,2025-11-15T06:39:51.865924+00:00,2025-12-12T06:39:51.865924+00:00,4.5,False,2025-11-15T06:39:51.865924+00:00,2025-11-19T06:39:51.865924+00:00
job_52b442d7,user_008,company_028,InfinitePixels Studio,"Smart Contract Dev for Backend Engineer urgently required to patch security vulnerabilities, optimize APIs, and maintain authentication systems for a Crypto Exchange platform. Deadline is critical.",DevOps,83557,125336,INR,High,Junior,"Frontend Developer to integrate third-party analytics, payment gateways, generating automated invoices, and enhancing dashboard features for our AI Chatbot interface. Candidate must have Python/Django experience.","[""Flutter"", ""Git"", ""English""]",292,Open,,2025-11-03T06:39:51.865924+00:00,2025-11-19T06:39:51.865924+00:00,3.3,True,2025-11-03T06:39:51.865924+00:00,2025-11-08T06:39:51.865924+00:00
job_c24fefa8,user_030,company_003,DesignStudio X,"Full Stack Dev for Full Stack Developer required to maintain and scale our SaaS platform backend and frontend. Responsibilities include database optimization, API improvements, and new UI components. Medium-priority project with flexible deadlines but strong communication is expected.",Blockchain,65225,97838,INR,High,Senior,"UI/UX Designer required to rebuild Portfolio Website using React/Next.js and implement responsive UI, accessibility improvements, and feature enhancements for an E-commerce platform. Coordination with backend and frontend. Responsibilities include database optimization, API improvements, and feature enhancements for an experienced Frontend Developer required to rebuild Portfolio Website for a SaaS platform. Medium-priority project with phased deadlines.","[""Python"", ""Git"", ""English""]",194,Cancelled,,2025-10-23T06:39:51.865924+00:00,2025-12-14T06:39:51.865924+00:00,3.8,False,2025-10-23T06:39:51.865924+00:00,2025-10-27T06:39:51.865924+00:00
job_edde9206,user_035,company_040,SolaraTech Digital,"Smart Contract Dev for Urgent hire: Frontend Developer for a mobile-first redesign of our Portfolio Website. The candidate must know React/Next.js, responsive design, and accessibility standards. Coordination with backend developers is required, and the project timeline is extremely tight.",Content/Marketing,74972,112459,INR,High,Junior,"Frontend Developer required to integrate analytics, reporting, and analytics for a Crypto Exchange platform. Deadline is strict, and the work involves collaborating with multiple distributed teams.","[""Flutter"", ""Git"", ""English""]",184,Open,,2025-10-23T06:39:51.865924+00:00,2025-11-15T06:39:51.865924+00:00,5.0,True,2025-10-23T06:39:51.865924+00:00,2025-10-26T06:39:51.865924+00:00
job_dcdd322d,user_010,company_006,AlphaUp Startups,"UI/UX Designer for Backend Engineer needed to implement robust authentication, database optimizations, and API security for an E-commerce platform. Medium-priority with focus on performance and reliability.",Design,48752,73129,INR,Low,Junior,UI/UX Designer urgently required to create detailed technical blogs and documentation for a mobile-first redesign of an AI Chatbot interface. Candidate must have Python/Django experience.,"[""Figma"", ""Git"", ""English""]",350,Cancelled,user_021,2025-11-13T06:39:51.865924+00:00,2026-01-11T06:39:51.865924+00:00,3.0,False,2025-11-13T06:39:51.865924+00:00,2025-11-14T06:39:51.865924+00:00
job_376751eb,user_048,company_033,UrbanMonk Technologies,"Full Stack Dev for We need a Full Stack Developer to enhance the UI/UX of our AI Chatbot project. The role involves integrating Node.js backend with React frontend, implementing secure authentication, and optimizing the application for high traffic. This project is not urgent but requires attention to detail, proactive communication, and strong documentation skills.",Blockchain,22502,33753,INR,High,Junior,"Full Stack Developer to integrate reporting dashboards, notifications, and reporting dashboards for a Fintech platform. Medium-priority, with flexible timelines, but high code quality is required. This is a long-term contract to develop APIs and databases for a blockchain-based financial app. The role requires integration of smart contracts, and decentralized applications. Medium-priority project requiring collaboration with remote teams will be required. Attention to detail and strong documentation skills.","[""Golang"", ""Git"", ""English""]",330,Open,,2025-10-05T06:39:51.865924+00:00,,3.7,True,2025-10-05T06:39:51.865924+00:00,2025-10-06T06:39:51.865924+00:00
job_ac6a5599,user_044,company_039,HexaCore Solutions,SEO Specialist for UI/UX Designer urgently required for AI Chatbot interface redesign to improve workflow and usability. Collaboration with frontend developers is essential.,Blockchain,64979,97468,INR,High,Junior,"Urgent hire: Frontend Developer needed to create marketing landing pages for a blockchain platform. Must understand blockchain concepts, smart contracts, backend APIs, and a responsive frontend. High-priority project with flexible deadlines.","[""DevOps"", ""Git"", ""English""]",285,Completed,,2025-10-18T06:39:51.865924+00:00,,3.0,True,2025-10-18T06:39:51.865924+00:00,2025-10-19T06:39:51.865924+00:00
job_ce2e24f9,user_012,company_025,RapidScale Ventures,"SEO Specialist for Backend Engineer needed to implement new payment modules, optimize APIs, and ensure secure authentication for a Fintech App. Medium-priority project with tight code quality standards.",Web Development,4301,6452,INR,Low,Mid,Backend Engineer for a redesign of our AI Chatbot interface. Candidate must have Python/Django experience.,"[""Solidity"", ""Git"", ""English""]",146,Open,,2025-10-13T06:39:51.865924+00:00,2025-11-06T06:39:51.865924+00:00,4.2,False,2025-10-13T06:39:51.865924+00:00,2025-10-17T06:39:51.865924+00:00
job_89d28054,user_041,company_040,SolaraTech Digital,"DevOps Engineer for Looking for a Content Writer to create detailed technical blogs and documentation for our AI Chatbot product. The content should be engaging, clear, and SEO-optimized. Medium-priority project with flexible deadlines, but strong research skills are essential.",Web Development,20522,30783,INR,Medium,Junior,"Backend Engineer needed to implement automated invoicing, reporting, and notifications for a Fintech Dashboard. Medium-priority.","[""React"", ""Git"", ""English""]",67,Open,,2025-10-26T06:39:51.865924+00:00,2025-12-18T06:39:51.865924+00:00,3.6,True,2025-10-26T06:39:51.865924+00:00,2025-10-30T06:39:51.865924+00:00
job_e5cd7b2b,user_011,company_018,StellarPeak Studios,Frontend Developer for Frontend Developer urgently required to fix UI bugs and optimize dashboard responsiveness for an E-commerce platform. Coordination with backend required.,Mobile,28416,42625,INR,Medium,Senior,"UI/UX Designer urgently required to create detailed technical documentation for our Crypto Exchange platform. Deadline is strict, and the work involves collaborating with multiple distributed teams.","[""Golang"", ""Git"", ""English""]",46,Open,,2025-11-09T06:39:51.865924+00:00,2025-11-22T06:39:51.865924+00:00,4.7,True,2025-11-09T06:39:51.865924+00:00,2025-11-13T06:39:51.865924+00:00
job_54a2344d,user_007,company_006,AlphaUp Startups,UI/UX Designer for Urgent hire: Frontend Developer for a high-traffic E-commerce App to implement new features and optimize performance. The candidate must be skilled in React/Next.js and mobile optimization. Close coordination with backend and QA teams is required.,DevOps,74837,112256,INR,High,Junior,"Backend Engineer urgently required to optimize database performance, and implement SEO optimization. Medium-priority project with flexible deadlines.","[""Flutter"", ""Git"", ""English""]",71,InProgress,,2025-11-24T06:39:51.865924+00:00,2026-01-17T06:39:51.865924+00:00,4.1,True,2025-11-24T06:39:51.865924+00:00,2025-11-25T06:39:51.865924+00:00
job_9d9c13ae,user_039,company_040,SolaraTech Digital,Frontend Developer for Frontend Developer urgently required to fix critical UI bugs on an E-commerce platform. Candidate must be available immediately and have React/Next.js expertise. Coordination with backend is required.,AI/ML,90797,136196,INR,High,Junior,"We are looking for a Fintech Dashboard. Medium-priority, with strong design portfolio and attention to usability and accessibility.","[""Solidity"", ""Git"", ""English""]",162,Open,,2025-10-19T06:39:51.865924+00:00,2025-12-07T06:39:51.865924+00:00,4.9,False,2025-10-19T06:39:51.865924+00:00,2025-10-22T06:39:51.865924+00:00
job_f7fd864d,user_004,company_040,SolaraTech Digital,"SEO Specialist for Full Stack Developer needed to integrate third-party analytics, payment gateways, and reporting dashboards for a Fintech Dashboard. Medium-priority.",Content/Marketing,27878,41817,INR,Low,Senior,"UI/UX Designer needed for integration of smart contracts, backend APIs, and ensure secure authentication and payment systems in a Crypto Exchange platform. Deadline is strict.","[""Node.js"", ""Git"", ""English""]",333,InProgress,,2025-10-21T06:39:51.865924+00:00,2025-12-12T06:39:51.865924+00:00,4.0,True,2025-10-21T06:39:51.865924+00:00,2025-10-21T06:39:51.865924+00:00
job_8b5bfaed,user_039,company_025,RapidScale Ventures,"SEO Specialist for Full Stack Developer to implement automated invoicing, notifications, and reporting dashboards for a SaaS platform. Medium-priority project with phased deadlines.",Web Development,7504,11256,INR,High,Mid,"UI/UX Designer needed for database migration, API development, and ensuring minimal downtime. The timeline is extremely tight.","[""Python"", ""Git"", ""English""]",210,InProgress,,2025-11-01T06:39:51.865924+00:00,2025-11-18T06:39:51.865924+00:00,4.8,True,2025-11-01T06:39:51.865924+00:00,2025-11-05T06:39:51.865924+00:00
job_9ba70b22,user_008,company_006,AlphaUp Startups,"Smart Contract Dev for Full Stack Developer to implement automated notifications, reporting dashboards, and backend API enhancements for a SaaS platform. Medium-priority, with flexible deadlines. Knowledge of Node.js and React is essential.",Content/Marketing,38564,57846,INR,Low,Junior,"Frontend Developer to build a Proof-of-Concept for a Fintech Dashboard. The role includes prototyping, testing, and delivering user-friendly interfaces. Medium-priority project with collaborative teamwork expected.","[""Node.js"", ""Git"", ""English""]",132,Cancelled,,2025-10-28T06:39:51.865924+00:00,2025-12-18T06:39:51.865924+00:00,3.2,False,2025-10-28T06:39:51.865924+00:00,2025-10-28T06:39:51.865924+00:00
job_e2b4e2ca,user_048,company_012,CipherGrid Analytics,"Full Stack Dev for Frontend Developer required to redesign UI components, implement responsive layouts, and improve accessibility for an E-commerce platform. Medium-priority with attention to detail.",AI/ML,109008,163512,INR,High,Mid,UI/UX Designer is required to fix UI bugs and improving performance in an E-commerce platform. Medium-priority project.,"[""Node.js"", ""Git"", ""English""]",361,InProgress,,2025-10-28T06:39:51.865924+00:00,2025-11-05T06:39:51.865924+00:00,3.9,False,2025-10-28T06:39:51.865924+00:00,2025-10-31T06:39:51.865924+00:00
job_41df9835,user_040,company_033,UrbanMonk Technologies,Smart Contract Dev for Frontend Developer required to enhance UI/UX of a Portfolio Website. Medium-priority project with responsive design and accessibility improvements.,AI/ML,16286,24429,INR,High,Mid,"We need a Full Stack Developer needed to implement new payment modules, optimize APIs, and a responsive frontend. High-priority project due to security practices. Immediate availability is needed.","[""Flutter"", ""Git"", ""English""]",271,Open,,2025-10-29T06:39:51.877225+00:00,2025-12-17T06:39:51.877225+00:00,4.9,False,2025-10-29T06:39:51.877225+00:00,2025-11-03T06:39:51.877225+00:00
job_276113cb,user_033,company_033,UrbanMonk Technologies,"Backend Engineer for Full Stack Developer to implement automated invoicing, notifications, and reporting dashboards for a SaaS platform. Medium-priority project with phased deadlines.",Content/Marketing,71141,106712,INR,High,Mid,UI/UX Designer urgently required for redesign of an AI Chatbot. Strong Node.js and React expertise.,"[""Solidity"", ""Git"", ""English""]",215,Open,,2025-10-15T06:39:51.877225+00:00,2025-11-01T06:39:51.877225+00:00,5.0,False,2025-10-15T06:39:51.877225+00:00,2025-10-19T06:39:51.877225+00:00
job_f1dde646,user_029,company_031,SkyForge Web Systems,"Backend Engineer for We require a DevOps Engineer to automate deployment pipelines and monitor cloud infrastructure for a SaaS platform. The project is medium-priority but needs careful attention to uptime and deployment safety. Knowledge of AWS, Docker, and CI/CD pipelines is mandatory.",DevOps,109729,164594,INR,High,Junior,"Seeking a UI/UX Designer urgently required for redesign of an AI Chatbot platform. Candidate should be engaging, clear, and SEO-optimized. Medium-priority project with tight code quality standards.","[""Node.js"", ""Git"", ""English""]",374,Completed,,2025-09-30T06:39:51.877225+00:00,,3.5,True,2025-09-30T06:39:51.877225+00:00,2025-10-04T06:39:51.877225+00:00
job_8591b0de,user_042,company_006,AlphaUp Startups,"Backend Engineer for Full Stack Developer to implement automated invoicing, notifications, and reporting dashboards for a SaaS platform. Medium-priority project with phased deadlines.",Content/Marketing,48321,72482,INR,High,Mid,UI/UX Designer required to rebuild Portfolio Website for a SaaS product. Medium-priority project requiring collaboration with frontend developers is essential.,"[""Figma"", ""Git"", ""English""]",111,Open,user_002,2025-10-19T06:39:51.877225+00:00,2025-10-26T06:39:51.877225+00:00,4.9,True,2025-10-19T06:39:51.877225+00:00,2025-10-24T06:39:51.877225+00:00
job_9a888809,user_001,company_030,NorthStar Automation,"Backend Engineer for Full Stack Developer to implement automated invoicing, notifications, and reporting dashboards for a SaaS platform. Medium-priority project with phased deadlines.",AI/ML,90263,135394,INR,High,Junior,Backend Engineer needed to implement new smart contract features for an E-commerce platform. Candidate must be skilled in React/Next.js and implement accessibility improvements for an AI Chatbot. Medium-priority project with tight code quality standards.,"[""Node.js"", ""Git"", ""English""]",315,Open,user_021,2025-11-15T06:39:51.877225+00:00,2025-11-27T06:39:51.877225+00:00,4.3,True,2025-11-15T06:39:51.877225+00:00,2025-11-19T06:39:51.877225+00:00
job_7680059c,user_010,company_038,CloudSphere Labs,"Backend Engineer for Full Stack Developer needed for integrating payment gateways, generating automated invoices, and enhancing dashboard features for a Fintech platform. Medium-priority project with flexible deadlines.",Blockchain,112764,169147,INR,High,Junior,We are looking for an E-commerce platform. Medium-priority with collaborative communication skills.,"[""Golang"", ""Git"", ""English""]",395,Open,user_050,2025-10-17T06:39:51.877225+00:00,,4.6,True,2025-10-17T06:39:51.877225+00:00,2025-10-21T06:39:51.877225+00:00
job_bb0d7505,user_031,company_013,UrbanHive Digital,DevOps Engineer for Looking for a Smart Contract Developer to audit and deploy secure contracts on Ethereum and Polygon networks. The work is critical for a crypto exchange platform and requires strict attention to security practices. Immediate availability is needed.,Design,49757,74636,INR,Low,Mid,"Frontend Developer required to maintain and optimize API endpoints for a SaaS platform, focusing on responsive design for an AI Chatbot interface. Candidate must have experience with React/Next.js and familiar with building secure, high-performance applications. The project is high-priority due to customer complaints.","[""Golang"", ""Git"", ""English""]",358,Open,user_009,2025-11-06T06:39:51.877225+00:00,2025-12-06T06:39:51.877225+00:00,4.6,True,2025-11-06T06:39:51.877225+00:00,2025-11-09T06:39:51.877225+00:00
job_aa019649,user_035,company_001,TechCorp Solutions,"Frontend Developer for Content Writer needed to create detailed technical documentation for a blockchain platform. Must understand blockchain concepts, smart contracts, and decentralized applications. Medium-priority project with clear formatting standards.",Content/Marketing,28320,42481,INR,Low,Mid,"Backend Engineer required to redesign UI components, implement responsive design and accessibility improvements.","[""Node.js"", ""Git"", ""English""]",110,Assigned,,2025-11-11T06:39:51.877225+00:00,2025-11-21T06:39:51.877225+00:00,3.9,False,2025-11-11T06:39:51.877225+00:00,2025-11-14T06:39:51.877225+00:00
job_28e2088f,user_044,company_014,Softcloud Networks,"SEO Specialist for Looking for a Content Writer to create detailed technical blogs and documentation for our AI Chatbot product. The content should be engaging, clear, and SEO-optimized. Medium-priority project with flexible deadlines, but strong research skills are essential.",AI/ML,73940,110910,INR,High,Junior,"Looking for Backend Engineer required to patch APIs, optimize database performance, and implement responsive design, and accessibility improvements.","[""DevOps"", ""Git"", ""English""]",270,Open,,2025-10-24T06:39:51.877225+00:00,2025-12-13T06:39:51.877225+00:00,4.8,True,2025-10-24T06:39:51.877225+00:00,2025-10-29T06:39:51.877225+00:00
job_35903f42,user_020,company_027,BoldBridge Software,"Smart Contract Dev for Full Stack Developer urgently required for adding real-time messaging, reporting, and analytics to a Fintech platform. Strong Node.js and React expertise needed.",Content/Marketing,101757,152636,INR,High,Junior,"We are urgently looking for a crypto exchange platform and requires strict attention to detail, proactive communication, and strong backend/frontend expertise.","[""Golang"", ""Git"", ""English""]",383,Assigned,user_013,2025-10-31T06:39:51.877225+00:00,2025-11-19T06:39:51.877225+00:00,4.6,True,2025-10-31T06:39:51.877225+00:00,2025-11-03T06:39:51.877225+00:00
job_939b424d,user_049,company_009,BlueHelix Technologies,"UI/UX Designer for Backend Engineer needed to implement robust authentication, database optimizations, and API security for an E-commerce platform. Medium-priority with focus on performance and reliability.",Design,25627,38440,INR,Low,Senior,"Full Stack Developer required to redesign UI components, implement responsive design, accessibility improvements, and prototypes for a Fintech App. Medium-priority.","[""DevOps"", ""Git"", ""English""]",165,Open,,2025-10-14T06:39:51.877225+00:00,2025-11-26T06:39:51.877225+00:00,3.4,True,2025-10-14T06:39:51.877225+00:00,2025-10-15T06:39:51.877225+00:00
job_26d53914,user_015,company_015,NextWave Creations,"DevOps Engineer for Frontend Developer required to implement responsive UI, accessibility improvements, and feature enhancements for an AI Chatbot platform. Medium-priority project.",Mobile,60234,90351,INR,High,Junior,"Frontend Developer needed to implement responsive UI, accessibility improvements, and new UI components. Medium-priority project with flexible timelines, but strong communication is expected.","[""Flutter"", ""Git"", ""English""]",157,Open,,2025-10-26T06:39:51.877225+00:00,2025-11-22T06:39:51.877225+00:00,3.4,True,2025-10-26T06:39:51.877225+00:00,2025-10-26T06:39:51.877225+00:00
job_f42e8cbb,user_030,company_029,MetaCore Dynamics,"Frontend Developer for We need a Full Stack Developer to enhance the UI/UX of our AI Chatbot project. The role involves integrating Node.js backend with React frontend, implementing secure authentication, and optimizing the application for high traffic. This project is not urgent but requires attention to detail, proactive communication, and strong documentation skills.",AI/ML,42760,64140,INR,Low,Junior,UI/UX Designer required to fix critical bugs and improving performance in an E-commerce App. Knowledge of Python/Django is mandatory.,"[""Figma"", ""Git"", ""English""]",122,Open,,2025-10-01T06:39:51.877225+00:00,2025-11-12T06:39:51.877225+00:00,4.8,True,2025-10-01T06:39:51.877225+00:00,2025-10-01T06:39:51.877225+00:00
job_ccbed475,user_026,company_035,DevCraft Hub,UI/UX Designer for Backend Engineer urgently required to implement security patches and optimize API endpoints for a Crypto Exchange. Candidate must have strong Python/Django experience and knowledge of secure transactions.,AI/ML,66800,100200,INR,High,Mid,"Content Writer required to redesign UI components, implement responsive UI, accessibility improvements, and new UI components. Medium-priority project with flexible timelines, but high code quality standards.","[""Golang"", ""Git"", ""English""]",349,Open,,2025-10-09T06:39:51.877225+00:00,2025-11-20T06:39:51.877225+00:00,4.7,False,2025-10-09T06:39:51.877225+00:00,2025-10-09T06:39:51.877225+00:00
job_fb371596,user_049,company_010,NovaStack Innovations,"UI/UX Designer for Full Stack Developer urgently required for adding real-time messaging, reporting, and analytics to a Fintech platform. Strong Node.js and React expertise needed.",Blockchain,68936,103404,INR,High,Senior,"Backend Engineer needed to integrate analytics, reporting, and notifications for a SaaS platform features, including reporting dashboards and user management. Medium-priority, requiring Node.js and React is required.","[""Flutter"", ""Git"", ""English""]",132,Open,user_033,2025-10-14T06:39:51.877225+00:00,2025-11-24T06:39:51.877225+00:00,4.5,True,2025-10-14T06:39:51.877225+00:00,2025-10-18T06:39:51.877225+00:00
job_c2801be0,user_033,company_027,BoldBridge Software,"Smart Contract Dev for Backend Engineer needed to maintain, optimize, and secure APIs and databases for a Fintech Dashboard. Medium-priority project requiring collaboration with DevOps.",Web Development,17455,26182,INR,High,Senior,"Full Stack Developer needed for the redesign of a Crypto Exchange dashboard. The project has a tight deadline of 2 weeks, and collaboration with DevOps.","[""Python"", ""Git"", ""English""]",260,InProgress,,2025-11-15T06:39:51.877225+00:00,2026-01-05T06:39:51.877225+00:00,3.4,False,2025-11-15T06:39:51.877225+00:00,2025-11-17T06:39:51.877225+00:00
job_7c4baf2b,user_039,company_009,BlueHelix Technologies,"SEO Specialist for UI/UX Designer to improve the onboarding experience for a SaaS platform. Medium-priority project, with wireframes, prototyping, and user testing required. Strong Figma skills needed.",Web Development,29966,44949,INR,Medium,Senior,Full Stack Developer urgently required to create detailed technical documentation for a redesign of an AI Chatbot interface to improve workflow and usability. Strong collaboration skills required.,"[""Node.js"", ""Git"", ""English""]",73,Open,,2025-11-03T06:39:51.877225+00:00,2025-11-27T06:39:51.877225+00:00,4.4,True,2025-11-03T06:39:51.877225+00:00,2025-11-03T06:39:51.877225+00:00
job_c74458a7,user_007,company_006,AlphaUp Startups,"UI/UX Designer for Full Stack Developer needed for integrating payment gateways, generating automated invoices, and enhancing dashboard features for a Fintech platform. Medium-priority project with flexible deadlines.",Blockchain,58808,88212,INR,Medium,Junior,"Seeking a UI/UX Designer for a SaaS product. Medium-priority project with flexible deadlines, but strong communication is expected.","[""Python"", ""Git"", ""English""]",212,Open,,2025-11-21T06:39:51.877225+00:00,2025-12-12T06:39:51.877225+00:00,4.7,True,2025-11-21T06:39:51.877225+00:00,2025-11-24T06:39:51.877225+00:00
job_27ed1c98,user_034,company_035,DevCraft Hub,SEO Specialist for Backend Engineer urgently required to implement secure payment integrations and optimize API endpoints for a Crypto Exchange. Candidate must have Python/Django experience.,Design,42509,63764,INR,Low,Mid,"UI/UX Designer is required to patch APIs, optimize database performance, and maintain authentication systems for a Fintech Dashboard. Medium-priority, with phased deadlines and attention to detail. Collaboration with DevOps is preferred.","[""DevOps"", ""Git"", ""English""]",353,Open,user_046,2025-10-13T06:39:51.877225+00:00,2025-11-09T06:39:51.877225+00:00,3.0,True,2025-10-13T06:39:51.877225+00:00,2025-10-14T06:39:51.877225+00:00
job_4dec9bb1,user_040,company_040,SolaraTech Digital,Smart Contract Dev for UI/UX Designer urgently required for a redesign of an AI Chatbot interface to improve usability and accessibility. Strong Figma skills and collaboration with frontend developers required.,DevOps,19769,29654,INR,Medium,Senior,"Content Writer needed to implement automated invoicing, reporting, and third-party services into a Fintech Dashboard. Medium-priority.","[""Figma"", ""Git"", ""English""]",211,Open,,2025-10-20T06:39:51.877225+00:00,,4.6,True,2025-10-20T06:39:51.877225+00:00,2025-10-25T06:39:51.877225+00:00
job_fad71015,user_019,company_022,Hyperlane Technologies,"Smart Contract Dev for Full Stack Developer to implement automated dashboards, reporting, and notifications for a SaaS product. Medium-priority project with phased deadlines.",Mobile,117912,176869,INR,High,Senior,"Urgent: Full Stack Developer to build a Proof-of-Concept for a Fintech Dashboard. The role involves integrating Node.js backend with React frontend, implementing secure authentication, and database performance and reliability.","[""React"", ""Git"", ""English""]",338,Open,,2025-10-26T06:39:51.877225+00:00,2025-11-24T06:39:51.877225+00:00,3.2,False,2025-10-26T06:39:51.877225+00:00,2025-10-28T06:39:51.877225+00:00
job_175314a7,user_013,company_020,AeroLogic Systems,"Backend Engineer for Our company is seeking a Backend Engineer for a long-term contract to develop APIs and database solutions for an E-commerce App. Knowledge of Python/Django is mandatory. The candidate should have experience in scalable backend systems, cloud deployment, and automated testing. This is a medium-priority project with flexible timelines, but high code quality is required.",Content/Marketing,33572,50358,INR,High,Senior,"UI/UX Designer required to redesign the Portfolio Website UI, implement responsive layouts, and optimize performance for an E-commerce platform. Medium-priority with wireframing, prototyping, and user management. Medium-priority, requiring research, SEO optimization, and clear explanation of technical concepts.","[""Figma"", ""Git"", ""English""]",186,Open,,2025-11-15T06:39:51.877225+00:00,2025-12-28T06:39:51.877225+00:00,3.2,True,2025-11-15T06:39:51.877225+00:00,2025-11-18T06:39:51.877225+00:00
job_6dc630a4,user_035,company_034,PrimeShift Digital,"Smart Contract Dev for Backend Engineer needed to maintain and optimize APIs, authentication, and database systems for a Fintech platform. Medium-priority project.",AI/ML,112409,168614,INR,High,Senior,"Full Stack Developer to implement robust authentication, database optimizations, and API security for an E-commerce App. Knowledge of Python/Django is mandatory.","[""DevOps"", ""Git"", ""English""]",250,InProgress,,2025-10-06T06:39:51.877225+00:00,2025-11-19T06:39:51.877225+00:00,4.9,False,2025-10-06T06:39:51.877225+00:00,2025-10-10T06:39:51.877225+00:00
job_7e445da5,user_015,company_005,NeonByte Labs,DevOps Engineer for Frontend Developer required to enhance UI/UX of a Portfolio Website. Medium-priority project with responsive design and accessibility improvements.,Mobile,108543,162814,INR,High,Mid,"Backend Engineer urgently required to fix UI bugs, enhance responsiveness, and implement responsive layouts, and optimize accessibility. Medium-priority project.","[""Node.js"", ""Git"", ""English""]",358,InProgress,user_044,2025-11-16T06:39:51.877225+00:00,2025-12-08T06:39:51.877225+00:00,3.4,True,2025-11-16T06:39:51.877225+00:00,2025-11-18T06:39:51.877225+00:00
job_e5ecf7f6,user_029,company_039,HexaCore Solutions,"Smart Contract Dev for We need a Backend Engineer to migrate legacy systems to a cloud-based environment. This project involves data migration, API development, and ensuring minimal downtime. The timeline is flexible, but expertise in Python/Django and AWS is required.",DevOps,89567,134350,INR,High,Senior,"Full Stack Developer needed to integrate third-party APIs and automate reporting features for our Fintech Dashboard. Knowledge of Python, Django, and React skills required.","[""Golang"", ""Git"", ""English""]",138,Assigned,,2025-11-21T06:39:51.877225+00:00,2025-12-23T06:39:51.877225+00:00,4.1,False,2025-11-21T06:39:51.877225+00:00,2025-11-23T06:39:51.877225+00:00
job_4e90bad5,user_017,company_013,UrbanHive Digital,"DevOps Engineer for Backend Engineer required for API optimization, secure authentication, and database performance improvements on a Fintech platform. Medium-priority.",Design,101226,151839,INR,High,Mid,"UI/UX Designer urgently required to integrate reporting dashboards, notifications, and analytics to a Fintech platform. Medium-priority.","[""Flutter"", ""Git"", ""English""]",133,InProgress,,2025-11-07T06:39:51.877225+00:00,2025-12-13T06:39:51.877225+00:00,4.0,True,2025-11-07T06:39:51.877225+00:00,2025-11-07T06:39:51.877225+00:00
job_54e63c1c,user_003,company_007,Remote DAO,"Smart Contract Dev for Full Stack Developer needed for integration of third-party analytics, payment services, and reporting dashboards for a Fintech Dashboard. Medium-priority.",Web Development,83760,125640,INR,High,Junior,"Full Stack Developer needed to implement automated invoicing, notifications, and reporting dashboards for a high-traffic E-commerce App redesign focusing on accessibility and mobile optimization. Close coordination with backend team essential.","[""DevOps"", ""Git"", ""English""]",395,Open,,2025-10-30T06:39:51.877225+00:00,2025-11-09T06:39:51.877225+00:00,3.6,True,2025-10-30T06:39:51.877225+00:00,2025-11-04T06:39:51.877225+00:00
job_5b78b645,user_036,company_022,Hyperlane Technologies,"Smart Contract Dev for Full Stack Developer to implement automated invoicing, notifications, and reporting dashboards for a SaaS platform. Medium-priority project with phased deadlines.",Design,44832,67248,INR,High,Mid,"Backend Engineer to automate deployment pipelines and monitor cloud infrastructure for a high-traffic E-commerce App redesign focusing on responsive design and SEO optimization. Medium-priority project with flexible timelines, but strong communication is expected.","[""Figma"", ""Git"", ""English""]",393,Open,,2025-09-29T06:39:51.877225+00:00,2025-11-08T06:39:51.877225+00:00,4.4,False,2025-09-29T06:39:51.877225+00:00,2025-10-03T06:39:51.877225+00:00
job_95a4e444,user_017,company_018,StellarPeak Studios,Full Stack Dev for Frontend Developer required to rebuild Portfolio Website using React/Next.js and improve SEO performance. Medium-priority project.,Content/Marketing,39904,59856,INR,Low,Mid,Backend Engineer urgently required for a SaaS platform. Medium-priority project.,"[""Python"", ""Git"", ""English""]",359,Open,user_003,2025-11-20T06:39:51.877225+00:00,,4.1,True,2025-11-20T06:39:51.877225+00:00,2025-11-23T06:39:51.877225+00:00
job_4a61a173,user_007,company_015,NextWave Creations,"Content Writer for Full Stack Developer needed for integrating payment gateways, generating automated invoices, and enhancing dashboard features for a Fintech platform. Medium-priority project with flexible deadlines.",Design,62272,93408,INR,Medium,Mid,Full Stack Developer to work on a Fintech Dashboard. Medium-priority.,"[""Node.js"", ""Git"", ""English""]",65,Open,user_044,2025-11-13T06:39:51.877225+00:00,2025-11-21T06:39:51.877225+00:00,3.8,True,2025-11-13T06:39:51.877225+00:00,2025-11-18T06:39:51.877225+00:00
job_8e78881f,user_031,company_005,NeonByte Labs,"Smart Contract Dev for Frontend Developer required to implement responsive UI, accessibility improvements, and feature enhancements for an AI Chatbot platform. Medium-priority project.",Blockchain,87400,131100,INR,High,Mid,Freelance Backend Engineer required to create marketing landing pages for a Fintech App. Medium-priority.,"[""Figma"", ""Git"", ""English""]",345,InProgress,user_046,2025-10-07T06:39:51.883014+00:00,2025-11-07T06:39:51.883014+00:00,3.6,True,2025-10-07T06:39:51.883014+00:00,2025-10-08T06:39:51.883014+00:00
